OH_13C,OH_D,Cl_13C,Cl_D
1.0046010724023329,1.3198971938253221,1.0666312100071806,1.5441170724177646
1.00480902373105,1.3226353854746082,1.0704220839211844,1.5094112114526785
1.004271759344427,1.3018098579789201,1.0638064288430908,1.5567382705664263
1.0051369962856846,1.3042410442394945,1.065509444308116,1.5355467515212349
1.0039317220245048,1.2958280485024207,1.0664643397792526,1.5088934556236198
1.0046567893555334,1.322875163093742,1.0645568839329143,1.5263298852334661
1.0039738811798915,1.306329266569166,1.0665223154338164,1.4977517705603316
1.0051653624273966,1.3237875537496113,1.063779138631171,1.510569503851001
1.0047041020539216,1.3109693547162837,1.0689429839459863,1.468666831181374
1.0046168159110356,1.3077573491636312,1.0694547004283284,1.4893227719016773
1.004345314711857,1.3253123115816061,1.0671653104839756,1.5546462321081989
1.0051065877419207,1.3115798351101695,1.0661330916317184,1.5060515235339944
1.004821569610813,1.2971381596915879,1.0696412923152936,1.534615493822773
1.0047905230066996,1.319826595452775,1.0646021391428426,1.499725652671192
1.0047474259172087,1.312890206963117,1.0614174209828038,1.5260873345806052
1.0052968543535352,1.2979512084205371,1.0628368112010922,1.54951898096107
1.0044004566374924,1.3236460960629306,1.0664688017853974,1.5254068647856345
1.0053041911950638,1.3084508332275588,1.065749981939361,1.5496291109531795
1.0044645392102214,1.3265588409825027,1.0677135879651332,1.5368364013378013
1.004782386999954,1.3166411800484799,1.0662157608886862,1.5461910136972106
1.0043528910871637,1.3243085825520133,1.066552548358657,1.4917446823221527
1.004059629297807,1.32697045610565,1.0646752500818235,1.5227648286411737
1.0041145328127499,1.3196333420428432,1.067641056950835,1.5121251765555086
1.0048088877664716,1.3204488997583608,1.0630356292051144,1.473327677603034
1.004947181175968,1.3216533472156275,1.0658617241305477,1.547071717791388
1.0041895622363033,1.3029350387934875,1.0676071700387573,1.5544153966233196
1.0052262185670502,1.3174160834083204,1.067856593983137,1.5078999857438253
1.0048546125131617,1.3128896339486351,1.0667238437078577,1.5464132331105633
1.0053108916145435,1.2988984866673619,1.0657377249395934,1.526975517880926
1.0043570569056413,1.3081208060514846,1.0666661407452365,1.5194827430409228
1.0043755613669758,1.295189974531153,1.0654136168267025,1.5587446232485904
1.0048719227233018,1.315530290865194,1.0672383422339509,1.5132148303223196
1.0046691088669102,1.3183112877199132,1.0661830403563464,1.531615541906596
1.0051560735435177,1.310306674335075,1.0672249718211002,1.5333117047262685
1.0041594916677874,1.3043584812034656,1.0623371878315697,1.513287852637627
1.0048012606119177,1.2979491943435415,1.0600709423243169,1.5091300898413473
1.004958109548226,1.3067987759404005,1.0661989549460316,1.518277986963579
1.0051544564358255,1.3266413890885589,1.0640597009606971,1.5022460868857088
1.0040200739254692,1.3189258957022265,1.0665164576466455,1.5512943604333982
1.0042492784274155,1.3036379579003794,1.0649224573647647,1.5429562532146712
1.0048563830507178,1.3154219186544311,1.065493244862104,1.5168163025723989
1.0051667183099309,1.3099248927833806,1.0665928360016175,1.5607014660546215
1.0044108861933874,1.310460959631539,1.0649724579204596,1.5022240537353817
1.0044082834534145,1.3003228993188691,1.065680703385156,1.5069416771067057
1.0043170331599012,1.3172001043680635,1.066379686785675,1.4909035502948442
1.0049810439200775,1.3257859703771295,1.0654124421596958,1.4985573395714629
1.0048811536142235,1.3260038988512837,1.0635552513749202,1.524980722446139
1.0046345496127254,1.3265228255933326,1.0664833194396417,1.4845007588071575
1.0051030896804787,1.3245151550182563,1.0675258529646738,1.5289619872787241
1.0049698872944677,1.3195327825308036,1.0643868021913854,1.4943473069947897
1.0051871879569374,1.2941485041230087,1.0665378268953574,1.5076066813174278
1.0042564875450408,1.322141777277853,1.0692218739900239,1.5709865590521401
1.005229836343258,1.3001905915040033,1.067159122284953,1.5304901475057218
1.004511912926697,1.2985151021749777,1.0672305135339373,1.4853865678898557
1.0044480676947987,1.2962165000719763,1.0671745183336057,1.5263880052758245
1.005338813909267,1.318814783011972,1.064195153810415,1.5131531812267223
1.0046943130829276,1.3184964923307931,1.0675696880732164,1.5254473951054848
1.0052114715479363,1.3033471487972539,1.06684037719745,1.5277540628252404
1.0049118962154686,1.32088306862289,1.0649983100611282,1.5112918505411208
1.0053330241422818,1.3109201581219037,1.0655084769999743,1.539041073062798
1.0039982956508775,1.3090188887995882,1.0655977906909624,1.5422593178332054
1.0049472845884149,1.3008316778703188,1.0671170979185485,1.515569277685384
1.003901849593768,1.3107695227418248,1.0635682181517918,1.4887304410426263
1.0043837356614516,1.302001934149935,1.0630067226201934,1.5015422711620947
1.0045911544078594,1.3174814153726937,1.0661165486618709,1.5309747763772825
1.0039469252693525,1.2976507724295527,1.0615054628893184,1.5400349079530302
1.0051800541890137,1.3144309298520902,1.067032595144203,1.512565666068286
1.0048051366815,1.3264934346093822,1.068272097367111,1.5015829920438175
1.0045210391406838,1.3044819759339976,1.0672738125667445,1.5268158281600421
1.0049621368535255,1.3183731527530935,1.0687184412005912,1.5251042683371174
1.0041594159046632,1.3107406591522075,1.0633946957663312,1.5189760577636682
1.0052459532996312,1.3230525499042138,1.065594172030409,1.4983514560522342
1.0048954315699905,1.3215960908358058,1.0657546307250099,1.5399140277179986
1.0047303112601345,1.3070734945019553,1.0667585600687304,1.5457466222321012
1.0046718745778282,1.29441150597206,1.0648442117838448,1.525057696299398
1.004923872397314,1.298929347160149,1.063721141997817,1.5103751775226917
1.0052175486007162,1.306508738936231,1.0657647782891497,1.54428379657857
1.0052559599363171,1.3225638937975939,1.064211307907845,1.5134747598995393
1.0044657170205336,1.3177373136117971,1.0658134027006931,1.522621156520923
1.0048026621338015,1.3248675851956944,1.0650204996341976,1.5381720271978423
1.0049268431100906,1.3052027658888938,1.0673331453372192,1.500359611603394
1.0042031321524683,1.300130282450746,1.0651861125024549,1.50830251730134
1.004878778801129,1.3103517163687444,1.062082817119206,1.5197536141414139
1.005376852912376,1.3264181005424496,1.0636560568141984,1.4981335228422523
1.0051686954367032,1.314352953909551,1.0648845422250097,1.5118322274549054
1.0050026941412795,1.3037690844760308,1.062928715860148,1.5277938341064001
1.0040809830061657,1.3235720287199797,1.0634459671100596,1.5213983916198965
1.0042678884595349,1.3174380916440875,1.0683150155160424,1.548726035131266
1.0053100285162113,1.323303631343984,1.0648571015616066,1.5166768431610054
1.004097632249338,1.2981469071446616,1.0668966481319464,1.5433061507109436
1.00427977690919,1.294991801099119,1.0677319372768344,1.524232194655901
1.0046978291370192,1.3001788851723064,1.0601388112482946,1.527657714727701
1.0044120806010726,1.2956535207599988,1.0687410819772283,1.5103193973685465
1.00528567497414,1.3084536568963723,1.0657805450966116,1.5192877852761981
1.004093545085773,1.2990267814352001,1.0657876361387548,1.5244624403681233
1.004889926951694,1.3137899467716276,1.0668876254187663,1.5292673961206538
1.00396038060991,1.3088378787179484,1.0666620803099924,1.513947604810591
1.00500776606903,1.3073036267359297,1.0667054403260527,1.535336457435685
1.0044135436499502,1.3074691700516234,1.0672678207554676,1.5200598658239992
1.0039296496680141,1.3047760458081687,1.0688846095823725,1.5099851051248616
1.0043127287884026,1.2985755983757028,1.067239403930965,1.526797507223854
1.0053293837027284,1.3141319959352766,1.0660721198535956,1.519907340555513
1.00393484137352,1.307202027722447,1.0659972146971133,1.5397227263392155
1.004716822603062,1.3101642004510512,1.0662038517747454,1.504753530839447
1.0053673066461468,1.3185847203507297,1.0655918628311223,1.5221929550914801
1.0043339802041535,1.3025076775201778,1.0668894536363904,1.5169262979127596
1.0039112605492,1.3050922889614693,1.0669100474406952,1.5489025191385306
1.005397914272518,1.30035549716662,1.0664535720922184,1.5463802639548279
1.0041069962760218,1.3200943531385678,1.06612383296736,1.5222079145122445
1.0045352430920196,1.3122221026424579,1.0660170112534464,1.5358986450583125
1.0049917649484532,1.3262299145811474,1.0684839199936276,1.5426019863280902
1.0050811958119472,1.3214599624843055,1.06441080108975,1.5460713013561618
1.0052395465293045,1.2987489869705924,1.0661579774326801,1.542673609575134
1.0039007781162486,1.3083984497699106,1.0655283412756504,1.5163164850696955
1.005191201460431,1.3211631121283531,1.0654738531510874,1.506282946476467
1.0050284933716505,1.3106378939448968,1.066007592503243,1.5543759000609971
1.0040783655220509,1.2968374175536612,1.065231508174239,1.5403808738648352
1.0048803097385406,1.3088080737376413,1.0662212262451574,1.5200267969350898
1.0048841108186426,1.3035397581940604,1.062985348704454,1.5002968393537834
1.003974188705719,1.3138514289310486,1.0621837391735496,1.5176623962718296
1.0044780542212857,1.3029329931293385,1.066834943917484,1.4935902203168592
1.0042184157082612,1.3235188794247197,1.0667307274841276,1.532259307609492
1.0039892300382751,1.3011008830627477,1.069920969201566,1.4954400023835501
1.0045341010514082,1.2998125638727116,1.065795206586778,1.506988727591888
1.0042972107659824,1.314146007222279,1.0650218450637623,1.516280866456279
1.0048293538844655,1.2980249758189175,1.0686499113587633,1.519111276645913
1.0045018974462792,1.304689910074942,1.0648467054155326,1.5311908074123233
1.004640508114406,1.3260391960420093,1.066173011083843,1.5265401973757864
1.0040549252186606,1.3225827720089236,1.063997417134487,1.5536717241907605
1.0052991694294855,1.3069192353245118,1.062881233529389,1.5393459847168556
1.0043810733200411,1.305409116590167,1.0659229234763132,1.5547929608386202
1.0047440086158623,1.3189328049016231,1.0657690022414021,1.5032788577030842
1.005318279836533,1.3069519962307432,1.0667461046368685,1.5075279862148359
1.0039397986558092,1.3185341787203386,1.0616587691804091,1.4797179481026943
1.0052181454296738,1.3063109993894158,1.0676483992395918,1.5233941309028562
1.0053481239302227,1.325798137103331,1.0646771662153864,1.4968507073553317
1.0046226453270433,1.3126249584518528,1.061038582980031,1.5000716274799522
1.0050921258376264,1.3216446563201723,1.0668079080414712,1.531309208383382
1.0049351901543677,1.299391926104932,1.0648784916718246,1.519555044103016
1.0042214896042825,1.298607580587911,1.067484057805959,1.4824402246806818
1.0053616256846634,1.2966642642400905,1.0673157760208665,1.5742149105443666
1.004701901126934,1.3267869188939658,1.0706196888441801,1.5265368694077606
1.0053038111530166,1.3216366995449966,1.0667052544078344,1.558259096154635
1.0044958499522092,1.3086855298101818,1.067832622882149,1.4853358179358203
1.004041429080232,1.3226210003365388,1.0679191810515003,1.4897049044841293
1.0050936828477506,1.3120072979046746,1.0663545227338977,1.5258246283369477
1.0044795121858348,1.3059327679758979,1.0661883661164646,1.54497515544821
1.004818331512891,1.295160807412086,1.0669244249780212,1.4825756376787802
1.0053657890948715,1.301799894367657,1.0653520304490072,1.5159186096990314
1.0047058283255415,1.3146576553710696,1.0670263996221545,1.5116230251214993
1.0040358685878032,1.3014556556112538,1.0679909805658907,1.5394227801364582
1.0043811011784303,1.315555332205753,1.0641771127537254,1.5364885412476996
1.0041818553685546,1.2975413079734732,1.0627290735030843,1.524738972230919
1.0046169198711097,1.3079182800695806,1.0667211833553139,1.4921862914004949
1.0046035076185191,1.3235929272624931,1.0648135596302593,1.5134890997696093
1.00485690511637,1.322255557125288,1.0661814851275044,1.5557063678844947
1.0045376226512712,1.320800057719173,1.066080513004001,1.494272133298326
1.004197875495297,1.314685224431879,1.0614791704853244,1.516184790793309
1.004196500473382,1.3036138719674293,1.067126626147033,1.5222916887404776
1.00461760738913,1.2988650564650244,1.0663574819265726,1.5076741382361578
1.0046216846526448,1.3198129694438372,1.0636998290116952,1.534239540459821
1.0041645333646267,1.3094269898011428,1.0669974388821395,1.4778561530534062
1.004558232552703,1.303997832751631,1.0620050666142204,1.4863534703641794
1.00520075841491,1.3269613780320106,1.0605006479607388,1.5153174892543417
1.0039237083331602,1.3097476208983365,1.0672345631609845,1.5311072045701715
1.0042377664991584,1.3201691643056679,1.0626253046111733,1.501394706254599
1.0043021276572308,1.3140078801403596,1.0655266823506964,1.4843852378487306
1.0039869180168073,1.3253266862593054,1.0652690608117716,1.492481728227969
1.0042970675659293,1.3241384110621652,1.0662798486240783,1.5036684978508885
1.0042968964080192,1.3081885826467017,1.0628258033984035,1.5205025742243208
1.0042196124015985,1.2941420905970333,1.0680575618394912,1.4757162525791399
1.0040335630076127,1.3070427435740435,1.0627581729633837,1.4731131338316226
1.005192721626724,1.3151943298127438,1.0645408456117287,1.527559419959894
1.0049947228694545,1.3189009135611984,1.0682653796410393,1.5452907961867608
1.005094090671439,1.323950961415886,1.0652323981485845,1.5257643812618065
1.0045030716972356,1.301414752660014,1.0624460267213478,1.5264802504837995
1.004216401582733,1.3242740544457827,1.0682641045768284,1.4731140421242264
1.0048283745717603,1.319078907162124,1.065965924221325,1.5256613717602
1.004691186445109,1.318577440617953,1.067006097336754,1.4717178429793794
1.0047739665239719,1.3070383606390803,1.0646117228777088,1.509867946080576
1.0041827953508113,1.3202426645332295,1.0624803685846091,1.535035929316709
1.004610899106457,1.3265587486464865,1.0646075758968403,1.524479348567469
1.0053699678098353,1.3231564846019823,1.0669000413468437,1.5154516117471224
1.003936676261323,1.301265210408026,1.0639491797444443,1.5092437730728572
1.003946339255554,1.3070823957670388,1.0677461132001855,1.509303773235629
1.004696939132228,1.3197159081379684,1.0707492131000529,1.4852457080972574
1.0050159920840425,1.3115432263169495,1.0698058149245484,1.5109312340326282
1.0044243454171782,1.3130941067948132,1.0657736631805423,1.4997463229722368
1.0042176582451996,1.296970045904488,1.0632046276737632,1.5067459718328948
1.0047703603251144,1.3195557677507879,1.0660750464646793,1.5181825814074807
1.004419095734357,1.309432530930857,1.0656208889769214,1.5036049214245832
1.0043953019433967,1.3166396456936946,1.064450696287476,1.5084600725724493
1.0052646949341,1.303735633887509,1.06486872250329,1.5419838311109564
1.0041026196883263,1.3168868354963617,1.0644447881445036,1.5073983497948866
1.0042335518918453,1.3085517668493352,1.071619137940193,1.510972310980712
1.0052919559122488,1.310229815186626,1.0664213337554493,1.497571379079655
1.0052825274763564,1.3102857171543993,1.0684257673834463,1.5421833962298426
1.0039008521938884,1.3082542068130159,1.0653984708303066,1.482956762891976
1.0041510474994664,1.314679094184017,1.0668849092099395,1.5139114647428666
1.00465031447397,1.318951073874524,1.067921468615189,1.480943689399035
1.004773667112309,1.3267862432638127,1.0678652776859823,1.5296796458790305
1.0046928125934138,1.3214836228038298,1.0673475887873356,1.537210594159229
1.0043036957510842,1.3045880524442173,1.0668292325700535,1.5315732326763034
1.0044003248897175,1.3049123408992296,1.066021971027055,1.537579080554018
1.0047309716887254,1.2946981483769686,1.0673227563797836,1.507169145584343
1.004772590946938,1.294716874038235,1.068087486795441,1.5278675374050819
1.0051041283753184,1.3234707319968573,1.0663144656868724,1.5158193548794516
1.0048899793663557,1.3179189551341468,1.063611269038551,1.4987105450774765
1.0042366238390121,1.2955167872282247,1.0688442126998472,1.5108638003852268
1.0050649726538332,1.3207471506167734,1.0670857164489553,1.5404902535085339
1.0042353854813142,1.309011515257177,1.0669060375126245,1.511000592362707
1.0039267914387628,1.324523761599329,1.0636781760872265,1.5206474020145406
1.0047254852585465,1.2965791526162178,1.060165680238606,1.5438061140702024
1.0050096550398493,1.296475571142601,1.0680538114926412,1.4815699093890273
1.0049996867118394,1.3061766222589113,1.0674648556195256,1.485616777322479
1.0051893417001283,1.3064806172593195,1.0636761311872398,1.5064545163198144
1.0053809689299358,1.298969743479019,1.0623942876071644,1.5049567826386496
1.0043276836006227,1.3050565469576694,1.0646920737327261,1.5243060525988303
1.004073848297979,1.3232080686114844,1.0647190198562893,1.5145821274585813
1.0041096813857049,1.3085555551773704,1.06759308806104,1.5152833151237164
1.0048770024981102,1.2975860100365408,1.0664345463164573,1.5515016565521746
1.0046956617694047,1.3135860145505924,1.0654202487690503,1.5239676232125288
1.005313606376213,1.294734871080777,1.0679303409854575,1.5217573527416146
1.0053715072170308,1.2953974217619573,1.064668244577759,1.5286801964690022
1.0045787618972866,1.3218076025167005,1.0672513511431925,1.4947091601610418
1.0042987141199127,1.3106341089166302,1.064679399767956,1.5316370087861415
1.0046568178595559,1.3223645161297077,1.0630563752973516,1.5313030675761954
1.0041797249421338,1.303946221011766,1.0652061723175246,1.522274963069723
1.004295213142284,1.3057221885259995,1.0673200749835807,1.5583288975347083
1.004220746231917,1.3237030121787414,1.0637540859017858,1.5353373458665813
1.0051104163365312,1.3249179405083213,1.0623795733578265,1.5079456127393955
1.0046787508523716,1.3115972437244463,1.0656542578351131,1.5392910136447866
1.0040623741622123,1.301928215293228,1.0654768761978672,1.5211299338398647
1.004391885825296,1.2969611321654613,1.0667741174587915,1.4969265016720048
1.004697735783667,1.304381191778183,1.0669356395658194,1.5239020794628577
1.005109598093194,1.3041791675424257,1.0643909467395505,1.4838371190625852
1.0039512691163923,1.319416169331658,1.0649758771613618,1.5480176372062593
1.003963686929242,1.3087911308898486,1.066397157241363,1.529787678778768
1.0045389564472194,1.3048176547829016,1.0660884340058003,1.5038174803011792
1.0047486853290613,1.3076424720648654,1.0681369241344887,1.5219600382819878
1.0041131558887775,1.3113731829909554,1.0676926081246154,1.5263818966804714
1.004745793605207,1.3177943383040018,1.064611472475504,1.5011464017093732
1.0048943866773055,1.297916353113602,1.0638488554277141,1.524485946143632
1.0045639840227405,1.2991576136247123,1.064112092950556,1.5460231669730407
1.0052944482815864,1.3252672704864779,1.064767649831651,1.5029836075523462
1.0042799614010585,1.3172739895127625,1.0670154569032766,1.5320601370685336
1.0053247770698739,1.318700977407472,1.0660346692583027,1.5175638955189334
1.003990946113284,1.3061729865643366,1.0660736109981939,1.5234601427930445
1.0044180750897542,1.3116188858798383,1.0656462816128545,1.521816000472201
1.0050905089363846,1.295937716494455,1.0651315991334822,1.5358078695393234
1.004089845688186,1.31880014548922,1.065803852862935,1.5070147416077972
1.005163682502179,1.3226787749471411,1.066468596720754,1.5230184305361298
1.004182156342182,1.3051877796553544,1.0691656588935468,1.501530404401334
1.004338467315145,1.326078315845319,1.0643880127823364,1.4921265503126766
1.0039647628375854,1.2941602921466502,1.0683313441797677,1.499268360502607
1.0043869655006656,1.3112165690681328,1.0664933662992215,1.541691727829277
1.0041710592936501,1.3056199756395426,1.0675787331113396,1.5321690347285937
1.004000467019698,1.3073080282367013,1.0678167865945347,1.522537339525917
1.0046469974361898,1.313154463807694,1.0660267111830874,1.5420988097791546
1.0044543574095353,1.3127356047700938,1.062839321364309,1.528933230305578
1.003999597418565,1.3224640774134746,1.064499996527503,1.5098519884719914
1.0047224099767873,1.308066058704942,1.0650135563089882,1.5587076236705821
1.0039776246184058,1.309762409395908,1.0661118787002648,1.5299224141617758
1.004682164815237,1.309253521694741,1.068515557901739,1.5428050656188856
1.0048031790877503,1.2984149520445973,1.067999348039744,1.501957777236379
1.0050433770224554,1.3265771489573759,1.0676690510947382,1.5409899721172664
1.003916402081666,1.313641248620139,1.06406039920977,1.5164726809902134
1.0050884062557557,1.3188514180294768,1.066395112565055,1.4962963083893537
1.0052979165538452,1.3165025648672135,1.0640039528134122,1.5129546993010046
1.0046914545409067,1.2962233520693893,1.0675778157667666,1.4979867747153128
1.004988551456084,1.2962644882845924,1.0646019562937923,1.520852620488755
1.0043836949778726,1.3170100308403876,1.0647718304493112,1.4878238658146006
1.0041405839861017,1.3006793742236242,1.0666175985536963,1.5022507235051568
1.0047777870269574,1.3156920207383562,1.0679603817433436,1.5256234633128696
1.0046910996709872,1.3228085781082564,1.0649285702544613,1.501979319414901
1.004790184408885,1.3135149661218064,1.0647358283543822,1.5323247079310662
1.0039755696074328,1.2987192442437707,1.068267578545128,1.562137694665563
1.0044074582869045,1.3209191109731848,1.0662049447342064,1.5151476190519946
1.005284954035387,1.323160987291892,1.0671423481325821,1.5005676245397408
1.0049245224346735,1.3253663769034894,1.0676382083378244,1.5092982569324658
1.0048634761175073,1.3092658020034567,1.064790802767641,1.4831523107593865
1.0042400479778721,1.3121042639576328,1.064451828230036,1.5111898427830401
1.0041264896971527,1.324143310773831,1.0671683381467045,1.501847649877988
1.0039247233008943,1.3256170551123014,1.064237523105128,1.5243488083060652
1.0045554839324673,1.3052106627873485,1.0659954995109917,1.5363063214434327
1.0046489203854612,1.315243435359001,1.0616149130183852,1.5090385413351035
1.0039464921827217,1.31438309219827,1.067838847353294,1.5504340090547393
1.0040499277836619,1.3156148654986484,1.0676097611317248,1.5224748002882278
1.0048298739702761,1.3169919231940603,1.0695645875854094,1.5157240627630009
1.0045678850583042,1.305033854481674,1.0649160331995478,1.5429651284903199
1.0040866155830899,1.3037478962254252,1.0642693143357964,1.4875614974633957
1.0049010953321482,1.309072604745682,1.065908883746491,1.5102577287836965
1.004426834391192,1.323259303418218,1.0651327450296917,1.4782994340664024
1.0051913292527817,1.3211612313467576,1.066717912881303,1.5209211627715424
1.0045337426258774,1.3124923385669398,1.0623807660621656,1.5293872131924156
1.0048452279539117,1.3111921958809405,1.0643683467040312,1.5007244962553123
1.0050399775172443,1.3129706783869153,1.06692043727887,1.5398870093624863
1.005169514525485,1.326772262469682,1.06693964984641,1.534259948506902
1.0047481988744145,1.2974960977807017,1.0649124343912946,1.5482263397175342
1.005108725442026,1.3235404158865334,1.0676543455992424,1.4933824549477301
1.0046078210686442,1.3132059712489617,1.0659848654067376,1.5386075571524578
1.0051804760035068,1.2990652427773484,1.0648959505419768,1.516897337376388
1.004666715645145,1.3253053334412344,1.0658886298947001,1.520106457209034
1.0052061000599768,1.3167288230210774,1.067177280303475,1.5182418702526157
1.004244922026728,1.2996229198022347,1.066582410402263,1.5678535344603648
1.0046547677900874,1.3266987917740727,1.0665363255619107,1.5009892758562853
1.0041519069708984,1.318446902643981,1.0651548780344027,1.522375930798058
1.0047325634275788,1.3050250973687785,1.0650712392156092,1.5297039646295543
1.0040396639962879,1.321865484267464,1.068465727486618,1.515568076600038
1.0046455387693263,1.295086888485046,1.0685736845252911,1.4818047418850744
1.0052045264435605,1.3170481423011018,1.0669905458921372,1.5229126062868776
1.0040086824603938,1.3251785706741532,1.0664217292041762,1.5164757388207606
1.0052311343472051,1.2956128874360788,1.0658504621568705,1.4971958628669768
1.0040754208496339,1.2974096543043803,1.0663514009123298,1.5457985939723649
1.005302436725299,1.306718669637567,1.069682511228854,1.4947113927764557
1.0048401490964909,1.3056585551314193,1.0641111542431938,1.5152969870677113
1.0040785362249733,1.3020772464373516,1.0680390218353293,1.543201856932871
1.0039599196984264,1.2949336460860579,1.0627618563597638,1.5222775038828402
1.0049187180526584,1.295783792283414,1.0646110695161493,1.4876608119967012
1.0050045311457205,1.3013244833055113,1.0676514272828508,1.5353979196254952
1.0043057051190738,1.3062664715743746,1.067111824062599,1.5107239911729713
1.0047817328943536,1.3016742495017213,1.06676953708841,1.5218893998363927
1.0043812553439098,1.3190151949715085,1.0644284074612345,1.50967404806277
1.004376583502214,1.29744025713724,1.0654807719373085,1.539396089747835
1.004832187609753,1.3091052611594525,1.066556665879141,1.492479133368537
1.0039014849908896,1.2993416889007485,1.0630750852302917,1.5355973922504556
1.0053120503519055,1.2975741679992367,1.0660183464963644,1.5176746670937926
1.004032658153912,1.3261585294538956,1.0679409959617274,1.500086195463164
1.0053956035166145,1.306511127016021,1.0656642518611474,1.5419212846611436
1.0041237762758295,1.311601785217424,1.0675723985373058,1.539519681005881
1.0049632931176613,1.3269798712049794,1.0658779652979433,1.5225233039286195
1.0047822195221712,1.3060510951996953,1.063827852834775,1.4948523505003726
1.0046076872610907,1.3046122753946918,1.063852768541725,1.4820990830010423
1.0041529673227074,1.303358837936984,1.066611160383805,1.5378759749187092
1.005065033014524,1.2988822481390554,1.065205611380166,1.5133511493132046
1.0053546905616262,1.2973251301970052,1.0679576826824744,1.5215723533906358
1.0041749772428044,1.30948140342008,1.0651822018195825,1.5208236004069835
1.0049650014118339,1.3176323210527636,1.0659977605560043,1.4752992900420268
1.0042619401775343,1.296003337091863,1.0645560109205265,1.5244857879883384
1.0047234317990419,1.3125793550828497,1.0632991571638892,1.5137672113210057
1.004791143980427,1.3020802066573927,1.06246607620374,1.5484325395616443
1.0050262545001547,1.3036668849146267,1.0657357975743738,1.5245432559677494
1.0040373397515558,1.3047633671861176,1.0654108624906768,1.4696780960845448
1.0043004004734066,1.3223694499409855,1.0634618207702804,1.5194513329163255
1.0053780468432525,1.317301253218961,1.0700628003295571,1.519350513521651
1.0050470863287126,1.308763674402536,1.0644314829821697,1.5174991116828023
1.0048726722558816,1.319833659116841,1.0633572718567095,1.5110585481626426
1.0045628516106175,1.3020677028020327,1.06588191556539,1.567804454213036
1.0045726873934033,1.2945364846264598,1.0684980453937472,1.5337538437023557
1.004816438017625,1.3140906577037845,1.0654592068883932,1.5347926240997312
1.0043744130657775,1.3007735750653517,1.0647380768057357,1.5411437854048273
1.0039712102461495,1.2967575470608999,1.06565918068553,1.5202647334560335
1.0048614185081879,1.3163086256829495,1.0635409852052808,1.5271425735254265
1.0049667441972914,1.315662807696184,1.0685194117057608,1.5176194298679975
1.0041432699024158,1.3049684454561934,1.0677779663608093,1.5484711894453007
1.0049333455119833,1.3251502551534657,1.0651166164116541,1.5105097413276192
1.0051645873614488,1.2958749833871994,1.0654198684521257,1.5200826576530972
1.0051405120219121,1.3151033163711874,1.062857804514859,1.5354139756418952
1.004430787958985,1.2980849819268656,1.0650671669879852,1.4978239405012392
1.0053733460462104,1.3258241112749032,1.0663081599842978,1.5393881958149642
1.0040149579921764,1.3139364287721633,1.0686569576215834,1.5068702778636256
1.005200508401285,1.3060343835825003,1.0658585688165512,1.5208931656192692
1.0039865390074996,1.2966579832415328,1.0692319648483242,1.535590588415429
1.0047301470548304,1.3170974316145423,1.0666670980232724,1.5237102661316948
1.0050422616217298,1.3244503901622304,1.0645477111946273,1.5273941185127826
1.0040642309885512,1.2971466639550344,1.0685315498503332,1.5413137034944009
1.0039194900230077,1.3032594244775808,1.0652044441721196,1.5274465112012061
1.0051117508645595,1.3163468067348896,1.0668369981491008,1.5173194555838128
